symbol,date,SPY_open,SPY_high,SPY_low,SPY_close,SPY_volume,trade_count,vwap
SPY,2025-10-28 13:30:00+00:00,687.04,687.195,686.685,686.76,6970.0,86.0,686.980362
SPY,2025-10-28 13:31:00+00:00,686.86,687.18,686.86,687.095,5774.0,67.0,687.051206
SPY,2025-10-28 13:32:00+00:00,687.07,687.1,686.72,686.72,3668.0,43.0,686.907853
SPY,2025-10-28 13:33:00+00:00,686.74,686.92,686.67,686.92,2672.0,35.0,686.76413
SPY,2025-10-28 13:34:00+00:00,686.905,686.92,686.765,686.77,7703.0,73.0,686.855678
SPY,2025-10-28 13:35:00+00:00,686.79,686.8,686.36,686.375,6953.0,75.0,686.640957
SPY,2025-10-28 13:36:00+00:00,686.38,686.47,686.235,686.435,3126.0,41.0,686.313633
SPY,2025-10-28 13:37:00+00:00,686.44,686.47,686.27,686.31,3399.0,36.0,686.328425
SPY,2025-10-28 13:38:00+00:00,686.375,686.38,686.15,686.23,5583.0,50.0,686.247424
SPY,2025-10-28 13:39:00+00:00,686.25,686.36,686.15,686.15,3887.0,37.0,686.267832
SPY,2025-10-28 13:40:00+00:00,686.17,686.28,686.095,686.095,2433.0,27.0,686.186265
SPY,2025-10-28 13:41:00+00:00,686.085,686.14,686.06,686.12,1568.0,19.0,686.096736
SPY,2025-10-28 13:42:00+00:00,686.04,686.15,685.95,686.125,3007.0,42.0,686.036278
SPY,2025-10-28 13:43:00+00:00,686.125,686.21,686.04,686.1,5022.0,55.0,686.115979
SPY,2025-10-28 13:44:00+00:00,686.055,686.055,685.88,685.96,1003.0,13.0,685.957778
SPY,2025-10-28 13:45:00+00:00,685.93,685.98,685.81,685.84,2172.0,24.0,685.892454
SPY,2025-10-28 13:46:00+00:00,685.88,685.88,685.76,685.795,1568.0,21.0,685.817692
SPY,2025-10-28 13:47:00+00:00,685.75,685.75,685.525,685.69,3596.0,37.0,685.649662
SPY,2025-10-28 13:48:00+00:00,685.55,685.55,685.19,685.21,1490.0,25.0,685.284545
SPY,2025-10-28 13:49:00+00:00,685.245,685.7,685.245,685.665,7417.0,52.0,685.567841
SPY,2025-10-28 13:50:00+00:00,685.67,685.67,685.33,685.33,2838.0,28.0,685.511968
SPY,2025-10-28 13:51:00+00:00,685.295,685.415,685.265,685.36,3684.0,29.0,685.320051
SPY,2025-10-28 13:52:00+00:00,685.4,685.525,685.335,685.335,2481.0,27.0,685.399153
SPY,2025-10-28 13:53:00+00:00,685.34,685.45,685.315,685.385,4298.0,35.0,685.380333
SPY,2025-10-28 13:54:00+00:00,685.385,685.43,685.23,685.26,6151.0,49.0,685.374474
SPY,2025-10-28 13:55:00+00:00,685.31,685.64,685.31,685.57,2670.0,39.0,685.529286
SPY,2025-10-28 13:56:00+00:00,685.565,686.23,685.565,685.91,35879.0,104.0,685.863834
SPY,2025-10-28 13:57:00+00:00,685.94,685.94,685.4,685.41,7210.0,76.0,685.621821
SPY,2025-10-28 13:58:00+00:00,685.52,685.78,685.52,685.735,3622.0,41.0,685.69769
SPY,2025-10-28 13:59:00+00:00,685.795,685.795,685.58,685.63,2874.0,30.0,685.6722
SPY,2025-10-28 14:00:00+00:00,685.69,685.71,685.58,685.585,1756.0,29.0,685.648846
SPY,2025-10-28 14:01:00+00:00,685.67,685.685,685.625,685.675,2715.0,23.0,685.66825
SPY,2025-10-28 14:02:00+00:00,685.69,685.69,685.58,685.67,1090.0,16.0,685.647
SPY,2025-10-28 14:03:00+00:00,685.56,685.85,685.56,685.85,2468.0,27.0,685.64087
SPY,2025-10-28 14:04:00+00:00,685.81,685.895,685.76,685.895,1776.0,25.0,685.839375
SPY,2025-10-28 14:05:00+00:00,685.93,685.93,685.73,685.75,2669.0,32.0,685.860687
SPY,2025-10-28 14:06:00+00:00,685.57,685.815,685.52,685.52,1518.0,15.0,685.674443
SPY,2025-10-28 14:07:00+00:00,685.645,685.73,685.645,685.73,926.0,8.0,685.675
SPY,2025-10-28 14:08:00+00:00,685.73,685.83,685.72,685.72,831.0,12.0,685.774167
SPY,2025-10-28 14:09:00+00:00,685.805,685.82,685.79,685.79,1832.0,21.0,685.79875
SPY,2025-10-28 14:10:00+00:00,685.79,685.905,685.76,685.805,10732.0,39.0,685.836442
SPY,2025-10-28 14:11:00+00:00,685.74,685.79,685.7,685.7,5822.0,32.0,685.753971
SPY,2025-10-28 14:12:00+00:00,685.74,685.79,685.695,685.76,1060.0,14.0,685.753636
SPY,2025-10-28 14:13:00+00:00,685.77,685.92,685.77,685.87,1374.0,19.0,685.844779
SPY,2025-10-28 14:14:00+00:00,685.82,685.93,685.82,685.85,503.0,16.0,685.8675
SPY,2025-10-28 14:15:00+00:00,685.84,685.92,685.84,685.91,443.0,9.0,685.89
SPY,2025-10-28 14:16:00+00:00,685.85,685.85,685.77,685.78,1633.0,29.0,685.797515
SPY,2025-10-28 14:17:00+00:00,685.72,685.865,685.72,685.8,2697.0,30.0,685.795863
SPY,2025-10-28 14:18:00+00:00,685.79,685.88,685.7,685.8,1339.0,19.0,685.795
SPY,2025-10-28 14:19:00+00:00,685.85,685.85,685.78,685.78,622.0,15.0,685.81
SPY,2025-10-28 14:20:00+00:00,685.77,685.87,685.765,685.78,1957.0,28.0,685.811389
SPY,2025-10-28 14:21:00+00:00,685.7,685.87,685.7,685.84,1724.0,19.0,685.822857
SPY,2025-10-28 14:22:00+00:00,685.88,686.07,685.88,686.04,1626.0,22.0,686.01715
SPY,2025-10-28 14:23:00+00:00,685.95,685.96,685.8,685.88,3001.0,27.0,685.86953
SPY,2025-10-28 14:24:00+00:00,685.895,685.965,685.87,685.92,4199.0,27.0,685.938892
SPY,2025-10-28 14:25:00+00:00,685.895,686.08,685.895,686.035,3553.0,30.0,685.938333
SPY,2025-10-28 14:26:00+00:00,686.055,686.055,685.93,685.93,880.0,11.0,686.004375
SPY,2025-10-28 14:27:00+00:00,685.82,685.95,685.75,685.95,1452.0,20.0,685.831667
SPY,2025-10-28 14:28:00+00:00,685.94,686.02,685.9,686.02,1582.0,28.0,685.966818
SPY,2025-10-28 14:29:00+00:00,686.09,686.14,686.05,686.14,929.0,14.0,686.086667
SPY,2025-10-28 14:30:00+00:00,686.1,686.2,686.05,686.16,1829.0,21.0,686.121875
SPY,2025-10-28 14:31:00+00:00,686.09,686.13,685.89,686.02,6591.0,58.0,686.029861
SPY,2025-10-28 14:32:00+00:00,686.01,686.01,685.885,685.885,2505.0,31.0,685.935695
SPY,2025-10-28 14:33:00+00:00,685.81,685.86,685.81,685.86,1475.0,17.0,685.842482
SPY,2025-10-28 14:34:00+00:00,685.92,686.05,685.9,686.02,7453.0,49.0,686.017968
SPY,2025-10-28 14:35:00+00:00,686.025,686.13,685.99,686.125,8969.0,56.0,686.045566
SPY,2025-10-28 14:36:00+00:00,686.135,686.25,686.135,686.25,5381.0,40.0,686.207406
SPY,2025-10-28 14:37:00+00:00,686.3,686.34,686.22,686.28,3746.0,47.0,686.287753
SPY,2025-10-28 14:38:00+00:00,686.25,686.33,686.22,686.295,1414.0,22.0,686.273077
SPY,2025-10-28 14:39:00+00:00,686.29,686.29,685.935,685.97,2880.0,32.0,686.064711
SPY,2025-10-28 14:40:00+00:00,685.92,685.98,685.89,685.94,1510.0,22.0,685.929615
SPY,2025-10-28 14:41:00+00:00,685.95,685.95,685.77,685.88,2850.0,24.0,685.866875
SPY,2025-10-28 14:42:00+00:00,685.85,685.85,685.755,685.82,2031.0,19.0,685.822419
SPY,2025-10-28 14:43:00+00:00,685.81,685.81,685.77,685.785,1348.0,19.0,685.784589
SPY,2025-10-28 14:44:00+00:00,685.815,685.95,685.8,685.92,1792.0,22.0,685.847813
SPY,2025-10-28 14:45:00+00:00,685.88,685.94,685.625,685.63,2637.0,34.0,685.80276
SPY,2025-10-28 14:46:00+00:00,685.74,685.855,685.74,685.77,8538.0,43.0,685.785681
SPY,2025-10-28 14:47:00+00:00,685.775,686.17,685.765,686.165,5804.0,34.0,685.856382
SPY,2025-10-28 14:48:00+00:00,686.15,686.17,686.08,686.15,2640.0,20.0,686.135829
SPY,2025-10-28 14:49:00+00:00,686.085,686.15,686.085,686.11,1914.0,19.0,686.109603
SPY,2025-10-28 14:50:00+00:00,686.095,686.135,685.9,686.075,3903.0,30.0,686.011392
SPY,2025-10-28 14:51:00+00:00,686.105,686.13,686.075,686.11,1001.0,11.0,686.103
SPY,2025-10-28 14:52:00+00:00,686.13,686.2,686.13,686.16,2119.0,20.0,686.166316
SPY,2025-10-28 14:53:00+00:00,686.14,686.14,686.09,686.09,913.0,13.0,686.125
SPY,2025-10-28 14:54:00+00:00,686.12,686.13,686.01,686.02,2273.0,29.0,686.068911
SPY,2025-10-28 14:55:00+00:00,686.095,686.11,685.99,685.99,1314.0,19.0,686.072727
SPY,2025-10-28 14:56:00+00:00,685.965,686.05,685.81,686.02,8545.0,37.0,685.998712
SPY,2025-10-28 14:57:00+00:00,685.97,685.97,685.93,685.93,585.0,11.0,685.952
SPY,2025-10-28 14:58:00+00:00,685.84,685.85,685.695,685.705,2329.0,26.0,685.747214
SPY,2025-10-28 14:59:00+00:00,685.705,685.87,685.7,685.86,5275.0,41.0,685.744506
SPY,2025-10-28 15:00:00+00:00,685.87,686.04,685.865,686.04,1614.0,24.0,685.933182
SPY,2025-10-28 15:01:00+00:00,686.025,686.025,685.97,686.005,1022.0,19.0,685.999798
SPY,2025-10-28 15:02:00+00:00,686.07,686.09,686.02,686.08,3016.0,35.0,686.071822
SPY,2025-10-28 15:03:00+00:00,686.08,686.08,685.93,685.95,2268.0,34.0,686.018869
SPY,2025-10-28 15:04:00+00:00,685.82,685.9,685.82,685.86,2182.0,21.0,685.863953
SPY,2025-10-28 15:05:00+00:00,685.825,685.88,685.8,685.88,1106.0,19.0,685.844286
SPY,2025-10-28 15:06:00+00:00,685.95,686.0,685.95,685.97,1271.0,20.0,685.972273
SPY,2025-10-28 15:07:00+00:00,686.06,686.11,686.01,686.02,1479.0,26.0,686.042727
SPY,2025-10-28 15:08:00+00:00,686.065,686.205,686.065,686.16,2220.0,24.0,686.166071
SPY,2025-10-28 15:09:00+00:00,686.15,686.15,686.04,686.125,3544.0,28.0,686.085766
SPY,2025-10-28 15:10:00+00:00,686.095,686.115,685.965,685.965,10621.0,49.0,686.047252
SPY,2025-10-28 15:11:00+00:00,685.965,686.035,685.75,685.75,2214.0,24.0,685.9115
SPY,2025-10-28 15:12:00+00:00,685.755,685.83,685.755,685.83,872.0,13.0,685.791059
SPY,2025-10-28 15:14:00+00:00,685.81,685.82,685.79,685.79,893.0,16.0,685.79875
SPY,2025-10-28 15:15:00+00:00,685.81,685.86,685.79,685.81,2090.0,27.0,685.819745
SPY,2025-10-28 15:16:00+00:00,685.77,685.83,685.77,685.79,1768.0,18.0,685.797353
SPY,2025-10-28 15:17:00+00:00,685.8,685.94,685.77,685.94,1307.0,20.0,685.828889
SPY,2025-10-28 15:18:00+00:00,685.92,685.92,685.89,685.89,498.0,13.0,685.905
SPY,2025-10-28 15:19:00+00:00,685.89,685.89,685.8,685.84,783.0,12.0,685.846
SPY,2025-10-28 15:20:00+00:00,685.86,685.86,685.7,685.7,1298.0,15.0,685.765
SPY,2025-10-28 15:21:00+00:00,685.74,685.74,685.62,685.7,708.0,14.0,685.688
SPY,2025-10-28 15:22:00+00:00,685.61,685.65,685.54,685.54,2251.0,35.0,685.599669
SPY,2025-10-28 15:23:00+00:00,685.51,685.6,685.51,685.6,635.0,14.0,685.56
SPY,2025-10-28 15:24:00+00:00,685.575,685.635,685.55,685.61,2136.0,26.0,685.597353
SPY,2025-10-28 15:25:00+00:00,685.595,685.63,685.55,685.55,1191.0,18.0,685.601396
SPY,2025-10-28 15:26:00+00:00,685.56,685.62,685.55,685.55,605.0,14.0,685.572
SPY,2025-10-28 15:27:00+00:00,685.5,685.53,685.4,685.505,2780.0,39.0,685.4735
SPY,2025-10-28 15:28:00+00:00,685.59,685.6,685.52,685.52,3097.0,35.0,685.567223
SPY,2025-10-28 15:29:00+00:00,685.52,685.565,685.52,685.52,1031.0,15.0,685.534444
SPY,2025-10-28 15:30:00+00:00,685.52,685.52,685.42,685.445,2148.0,29.0,685.477212
SPY,2025-10-28 15:31:00+00:00,685.435,685.46,685.41,685.46,1074.0,18.0,685.4375
SPY,2025-10-28 15:32:00+00:00,685.35,685.39,685.325,685.38,1471.0,25.0,685.356818
SPY,2025-10-28 15:33:00+00:00,685.345,685.4,685.345,685.365,548.0,9.0,685.362
SPY,2025-10-28 15:34:00+00:00,685.295,685.295,685.205,685.23,1758.0,22.0,685.250294
SPY,2025-10-28 15:35:00+00:00,685.165,685.165,684.865,685.1,3698.0,47.0,685.039035
SPY,2025-10-28 15:36:00+00:00,685.12,685.31,685.12,685.21,4703.0,28.0,685.243667
SPY,2025-10-28 15:37:00+00:00,685.195,685.46,685.195,685.45,4157.0,30.0,685.401625
SPY,2025-10-28 15:38:00+00:00,685.435,685.45,685.335,685.345,2079.0,21.0,685.383
SPY,2025-10-28 15:39:00+00:00,685.37,685.48,685.37,685.465,12124.0,41.0,685.410248
SPY,2025-10-28 15:40:00+00:00,685.48,685.48,685.305,685.305,3540.0,29.0,685.363876
SPY,2025-10-28 15:41:00+00:00,685.26,685.26,685.11,685.15,2416.0,26.0,685.164933
SPY,2025-10-28 15:42:00+00:00,685.16,685.2,685.16,685.185,856.0,13.0,685.178571
SPY,2025-10-28 15:43:00+00:00,685.19,685.19,685.06,685.15,902.0,17.0,685.120786
SPY,2025-10-28 15:44:00+00:00,685.12,685.14,685.09,685.14,1312.0,29.0,685.119
SPY,2025-10-28 15:45:00+00:00,685.105,685.105,685.04,685.07,3274.0,45.0,685.070179
SPY,2025-10-28 15:46:00+00:00,685.08,685.14,685.025,685.13,2535.0,34.0,685.059348
SPY,2025-10-28 15:47:00+00:00,685.14,685.245,685.14,685.225,1859.0,31.0,685.201563
SPY,2025-10-28 15:48:00+00:00,685.255,685.335,685.25,685.29,5582.0,42.0,685.314443
SPY,2025-10-28 15:49:00+00:00,685.23,685.26,685.22,685.26,912.0,16.0,685.241111
SPY,2025-10-28 15:50:00+00:00,685.3,685.36,685.28,685.345,2935.0,39.0,685.321
SPY,2025-10-28 15:51:00+00:00,685.345,685.395,685.29,685.395,1806.0,22.0,685.365625
SPY,2025-10-28 15:52:00+00:00,685.425,685.425,685.34,685.35,1234.0,28.0,685.387222
SPY,2025-10-28 15:53:00+00:00,685.38,685.44,685.38,685.43,1108.0,28.0,685.421061
SPY,2025-10-28 15:54:00+00:00,685.305,685.43,685.28,685.42,2082.0,29.0,685.378125
SPY,2025-10-28 15:55:00+00:00,685.41,685.43,685.34,685.37,1507.0,18.0,685.374773
SPY,2025-10-28 15:56:00+00:00,685.415,685.55,685.4,685.5,1182.0,19.0,685.486875
SPY,2025-10-28 15:57:00+00:00,685.405,685.47,685.39,685.455,1515.0,24.0,685.441667
SPY,2025-10-28 15:58:00+00:00,685.46,685.555,685.46,685.55,1960.0,27.0,685.509793
SPY,2025-10-28 15:59:00+00:00,685.56,685.6,685.54,685.585,2534.0,37.0,685.572273
SPY,2025-10-28 16:00:00+00:00,685.58,685.705,685.58,685.705,3267.0,41.0,685.650167
SPY,2025-10-28 16:01:00+00:00,685.7,685.81,685.7,685.78,2702.0,35.0,685.760417
SPY,2025-10-28 16:02:00+00:00,685.8,685.85,685.8,685.82,1896.0,26.0,685.820739
SPY,2025-10-28 16:03:00+00:00,685.885,685.885,685.76,685.77,1406.0,18.0,685.807917
SPY,2025-10-28 16:04:00+00:00,685.755,685.765,685.69,685.69,2173.0,34.0,685.722982
SPY,2025-10-28 16:05:00+00:00,685.67,685.81,685.67,685.81,1598.0,23.0,685.765014
SPY,2025-10-28 16:06:00+00:00,685.86,685.86,685.82,685.835,1476.0,19.0,685.846923
SPY,2025-10-28 16:07:00+00:00,685.83,685.96,685.815,685.96,4104.0,50.0,685.910923
SPY,2025-10-28 16:08:00+00:00,685.99,686.02,685.95,685.95,2637.0,32.0,685.983446
SPY,2025-10-28 16:09:00+00:00,686.0,686.02,685.955,685.985,2955.0,36.0,685.985353
SPY,2025-10-28 16:10:00+00:00,685.99,685.99,685.86,685.88,2367.0,31.0,685.910987
SPY,2025-10-28 16:11:00+00:00,685.885,685.95,685.885,685.91,1836.0,31.0,685.927023
SPY,2025-10-28 16:12:00+00:00,685.9,685.91,685.86,685.865,1621.0,24.0,685.886667
SPY,2025-10-28 16:13:00+00:00,685.885,685.885,685.78,685.84,2775.0,38.0,685.846818
SPY,2025-10-28 16:14:00+00:00,685.81,685.81,685.795,685.795,1278.0,19.0,685.805714
SPY,2025-10-28 16:15:00+00:00,685.8,685.8,685.735,685.78,1824.0,26.0,685.768699
SPY,2025-10-28 16:16:00+00:00,685.88,685.935,685.88,685.935,847.0,18.0,685.8975
SPY,2025-10-28 16:17:00+00:00,685.93,685.93,685.89,685.89,1658.0,26.0,685.907465
SPY,2025-10-28 16:18:00+00:00,685.885,685.94,685.885,685.895,1694.0,23.0,685.918491
SPY,2025-10-28 16:19:00+00:00,685.895,685.93,685.74,685.85,2681.0,35.0,685.818182
SPY,2025-10-28 16:20:00+00:00,685.73,685.73,685.72,685.72,657.0,9.0,685.722
SPY,2025-10-28 16:21:00+00:00,685.765,685.8,685.74,685.75,1229.0,14.0,685.774398
SPY,2025-10-28 16:22:00+00:00,685.69,685.7,685.62,685.62,1903.0,27.0,685.681176
SPY,2025-10-28 16:23:00+00:00,685.63,685.675,685.63,685.675,208.0,4.0,685.6525
SPY,2025-10-28 16:24:00+00:00,685.66,685.81,685.66,685.81,746.0,13.0,685.756
SPY,2025-10-28 16:25:00+00:00,685.76,685.88,685.755,685.88,1673.0,17.0,685.793306
SPY,2025-10-28 16:26:00+00:00,685.86,685.925,685.86,685.925,560.0,7.0,685.873
SPY,2025-10-28 16:27:00+00:00,685.885,686.07,685.885,686.05,2605.0,32.0,685.994348
SPY,2025-10-28 16:28:00+00:00,686.08,686.1,686.055,686.1,1128.0,15.0,686.074188
SPY,2025-10-28 16:29:00+00:00,686.14,686.22,686.14,686.22,2269.0,31.0,686.166875
SPY,2025-10-28 16:30:00+00:00,686.14,687.35,686.13,686.69,12457.0,131.0,686.892601
SPY,2025-10-28 16:31:00+00:00,686.78,686.84,686.11,686.11,5746.0,45.0,686.723104
SPY,2025-10-28 16:32:00+00:00,686.3,686.66,686.3,686.66,2342.0,21.0,686.514728
SPY,2025-10-28 16:33:00+00:00,686.68,686.68,686.245,686.33,2542.0,22.0,686.329732
SPY,2025-10-28 16:34:00+00:00,686.465,686.6,686.46,686.6,2168.0,25.0,686.526316
SPY,2025-10-28 16:35:00+00:00,686.59,686.59,686.475,686.475,1651.0,29.0,686.525833
SPY,2025-10-28 16:36:00+00:00,686.515,686.515,686.26,686.31,2506.0,43.0,686.343711
SPY,2025-10-28 16:37:00+00:00,686.26,686.28,686.205,686.23,1105.0,20.0,686.259375
SPY,2025-10-28 16:38:00+00:00,686.295,686.45,686.24,686.45,1124.0,16.0,686.362727
SPY,2025-10-28 16:39:00+00:00,686.445,686.445,686.38,686.4,1110.0,16.0,686.411413
SPY,2025-10-28 16:40:00+00:00,686.26,686.31,686.21,686.23,1228.0,19.0,686.271818
SPY,2025-10-28 16:41:00+00:00,686.275,686.49,686.26,686.49,2566.0,27.0,686.352609
SPY,2025-10-28 16:42:00+00:00,686.495,686.525,686.46,686.5,2124.0,27.0,686.494272
SPY,2025-10-28 16:43:00+00:00,686.48,686.57,686.48,686.525,4417.0,41.0,686.535111
SPY,2025-10-28 16:44:00+00:00,686.65,686.665,686.64,686.665,1368.0,22.0,686.646875
SPY,2025-10-28 16:45:00+00:00,686.68,686.825,686.68,686.81,3359.0,35.0,686.754422
SPY,2025-10-28 16:46:00+00:00,686.865,686.96,686.84,686.95,2707.0,29.0,686.914348
SPY,2025-10-28 16:47:00+00:00,687.02,687.09,686.99,687.075,2060.0,28.0,687.03903
SPY,2025-10-28 16:48:00+00:00,687.08,687.11,687.02,687.11,3517.0,34.0,687.065076
SPY,2025-10-28 16:49:00+00:00,687.075,687.075,686.915,686.915,5074.0,43.0,687.027901
SPY,2025-10-28 16:50:00+00:00,686.82,686.905,686.8,686.83,3935.0,33.0,686.857555
SPY,2025-10-28 16:51:00+00:00,686.85,686.99,686.83,686.99,3209.0,26.0,686.891532
SPY,2025-10-28 16:52:00+00:00,687.08,687.13,687.01,687.03,862.0,15.0,687.061667
SPY,2025-10-28 16:53:00+00:00,687.03,687.06,687.01,687.01,1014.0,20.0,687.038125
SPY,2025-10-28 16:54:00+00:00,687.045,687.07,687.01,687.015,4843.0,30.0,687.045119
SPY,2025-10-28 16:55:00+00:00,686.94,686.94,686.86,686.86,1648.0,24.0,686.895
SPY,2025-10-28 16:56:00+00:00,686.93,686.94,686.92,686.92,1506.0,16.0,686.93
SPY,2025-10-28 16:57:00+00:00,687.03,687.03,686.95,687.0,2998.0,21.0,686.998898
SPY,2025-10-28 16:58:00+00:00,687.01,687.01,686.96,687.0,1458.0,22.0,686.98195
SPY,2025-10-28 16:59:00+00:00,686.975,686.975,686.87,686.87,1282.0,22.0,686.898696
SPY,2025-10-28 17:00:00+00:00,687.05,687.05,687.05,687.05,562.0,10.0,687.05
SPY,2025-10-28 17:01:00+00:00,687.22,687.28,687.22,687.28,752.0,11.0,687.248
SPY,2025-10-28 17:02:00+00:00,687.37,687.37,687.22,687.22,1543.0,20.0,687.2825
SPY,2025-10-28 17:03:00+00:00,687.245,687.305,687.235,687.26,2694.0,24.0,687.281042
SPY,2025-10-28 17:04:00+00:00,687.29,687.34,687.225,687.225,3611.0,27.0,687.253382
SPY,2025-10-28 17:05:00+00:00,687.225,687.27,687.18,687.2,1418.0,28.0,687.214091
SPY,2025-10-28 17:06:00+00:00,687.25,687.25,687.22,687.22,602.0,14.0,687.238182
SPY,2025-10-28 17:07:00+00:00,687.215,687.215,687.095,687.095,1677.0,28.0,687.155
SPY,2025-10-28 17:08:00+00:00,687.095,687.16,687.095,687.1,2060.0,26.0,687.12604
SPY,2025-10-28 17:09:00+00:00,687.08,687.08,687.015,687.015,1671.0,25.0,687.053929
SPY,2025-10-28 17:10:00+00:00,686.965,687.02,686.965,687.005,1125.0,24.0,687.0
SPY,2025-10-28 17:11:00+00:00,687.13,687.17,687.08,687.11,1917.0,29.0,687.12
SPY,2025-10-28 17:12:00+00:00,687.27,687.29,687.2,687.265,4355.0,49.0,687.256892
SPY,2025-10-28 17:13:00+00:00,687.255,687.295,687.18,687.26,2699.0,33.0,687.242708
SPY,2025-10-28 17:14:00+00:00,687.25,687.27,687.135,687.19,1576.0,28.0,687.195357
SPY,2025-10-28 17:15:00+00:00,687.14,687.14,687.02,687.05,3416.0,54.0,687.063478
SPY,2025-10-28 17:16:00+00:00,687.005,687.105,687.005,687.105,2001.0,23.0,687.049444
SPY,2025-10-28 17:17:00+00:00,687.14,687.295,687.115,687.265,4310.0,48.0,687.223
SPY,2025-10-28 17:18:00+00:00,687.305,687.305,687.19,687.19,2056.0,39.0,687.250769
SPY,2025-10-28 17:19:00+00:00,687.19,687.2,686.9,687.015,2553.0,32.0,687.044524
SPY,2025-10-28 17:20:00+00:00,687.07,687.135,687.07,687.135,1765.0,31.0,687.085581
SPY,2025-10-28 17:21:00+00:00,687.1,687.12,687.07,687.08,1946.0,34.0,687.085773
SPY,2025-10-28 17:22:00+00:00,687.11,687.225,687.11,687.195,1360.0,29.0,687.189078
SPY,2025-10-28 17:23:00+00:00,687.185,687.21,687.12,687.21,1761.0,22.0,687.167857
SPY,2025-10-28 17:24:00+00:00,687.215,687.27,687.215,687.27,1315.0,19.0,687.253056
SPY,2025-10-28 17:25:00+00:00,687.255,687.255,687.17,687.17,1426.0,18.0,687.19625
SPY,2025-10-28 17:26:00+00:00,687.125,687.2,687.05,687.095,2648.0,34.0,687.110083
SPY,2025-10-28 17:27:00+00:00,687.1,687.15,687.06,687.115,4739.0,56.0,687.092161
SPY,2025-10-28 17:28:00+00:00,687.14,687.14,687.035,687.035,1267.0,21.0,687.095
SPY,2025-10-28 17:29:00+00:00,687.06,687.06,686.98,687.005,1466.0,30.0,687.01125
SPY,2025-10-28 17:30:00+00:00,686.98,687.115,686.96,687.115,1722.0,31.0,687.0175
SPY,2025-10-28 17:31:00+00:00,687.11,687.11,687.065,687.08,1294.0,25.0,687.085
SPY,2025-10-28 17:32:00+00:00,687.055,687.065,687.03,687.06,1797.0,24.0,687.052426
SPY,2025-10-28 17:33:00+00:00,687.06,687.06,686.88,687.02,3060.0,30.0,686.982568
SPY,2025-10-28 17:34:00+00:00,687.04,687.11,686.97,687.09,1901.0,26.0,687.026782
SPY,2025-10-28 17:35:00+00:00,687.06,687.195,687.06,687.195,1583.0,15.0,687.103667
SPY,2025-10-28 17:36:00+00:00,687.21,687.215,687.16,687.2,2190.0,25.0,687.188819
SPY,2025-10-28 17:37:00+00:00,687.21,687.265,687.21,687.26,1367.0,20.0,687.228077
SPY,2025-10-28 17:38:00+00:00,687.265,687.265,687.16,687.19,829.0,13.0,687.189286
SPY,2025-10-28 17:39:00+00:00,687.215,687.22,687.15,687.15,1184.0,20.0,687.170648
SPY,2025-10-28 17:40:00+00:00,687.12,687.28,687.12,687.27,2213.0,44.0,687.237692
SPY,2025-10-28 17:41:00+00:00,687.27,687.31,687.23,687.27,2491.0,32.0,687.271591
SPY,2025-10-28 17:42:00+00:00,687.31,687.31,687.22,687.23,1996.0,23.0,687.281111
SPY,2025-10-28 17:43:00+00:00,687.2,687.23,687.19,687.225,2160.0,25.0,687.213947
SPY,2025-10-28 17:44:00+00:00,687.3,687.32,687.27,687.295,2464.0,42.0,687.297727
SPY,2025-10-28 17:45:00+00:00,687.31,687.34,687.21,687.21,7142.0,66.0,687.275512
SPY,2025-10-28 17:46:00+00:00,687.19,687.27,687.13,687.14,2035.0,30.0,687.205
SPY,2025-10-28 17:47:00+00:00,687.14,687.315,687.14,687.315,876.0,14.0,687.253
SPY,2025-10-28 17:48:00+00:00,687.37,687.39,687.36,687.39,2979.0,32.0,687.369635
SPY,2025-10-28 17:49:00+00:00,687.45,687.46,687.4,687.46,857.0,16.0,687.430714
SPY,2025-10-28 17:50:00+00:00,687.42,687.62,687.42,687.58,2042.0,26.0,687.557778
SPY,2025-10-28 17:51:00+00:00,687.575,687.6,687.54,687.6,1113.0,20.0,687.569444
SPY,2025-10-28 17:52:00+00:00,687.64,687.65,687.565,687.63,8829.0,59.0,687.597481
SPY,2025-10-28 17:53:00+00:00,687.625,687.67,687.61,687.67,1565.0,31.0,687.63
SPY,2025-10-28 17:54:00+00:00,687.635,687.65,687.57,687.63,3320.0,48.0,687.629074
SPY,2025-10-28 17:55:00+00:00,687.61,687.625,687.48,687.485,5721.0,74.0,687.513483
SPY,2025-10-28 17:56:00+00:00,687.465,687.495,687.39,687.495,5161.0,59.0,687.441264
SPY,2025-10-28 17:57:00+00:00,687.485,687.525,687.47,687.5,3073.0,58.0,687.497727
SPY,2025-10-28 17:58:00+00:00,687.495,687.62,687.46,687.62,3150.0,50.0,687.510094
SPY,2025-10-28 17:59:00+00:00,687.6,687.67,687.6,687.6,4390.0,62.0,687.62869
SPY,2025-10-28 18:00:00+00:00,687.625,687.675,687.615,687.675,1823.0,45.0,687.636818
SPY,2025-10-28 18:01:00+00:00,687.64,687.665,687.56,687.625,5815.0,90.0,687.607048
SPY,2025-10-28 18:02:00+00:00,687.55,687.705,687.55,687.705,825.0,24.0,687.64125
SPY,2025-10-28 18:03:00+00:00,687.645,687.645,687.6,687.61,1811.0,41.0,687.615013
SPY,2025-10-28 18:04:00+00:00,687.62,687.685,687.6,687.685,1530.0,29.0,687.633294
